panel,quantity,x,normalized_y,x_variable,kBT_over_t1,g_fixed,central_difference_half_step,M_reference
a,M,0.12387659173636685,0.9900936561110568,kBT/t1,0.12387659173636685,0.8,,0.16258811206509494
a,M,0.12946861374041665,0.9884770815136819,kBT/t1,0.12946861374041665,0.8,,0.16258811206509494
a,M,0.13531307012012578,0.9866767669253048,kBT/t1,0.13531307012012578,0.8,,0.16258811206509494
a,M,0.1414213562373095,0.9846836982403583,kBT/t1,0.1414213562373095,0.8,,0.16258811206509494
a,M,0.14780538186181685,0.9824897530623982,kBT/t1,0.14780538186181685,0.8,,0.16258811206509494
a,M,0.1544775943928758,0.9800877883804348,kBT/t1,0.1544775943928758,0.8,,0.16258811206509494
a,M,0.1614510031286931,0.9774717044188836,kBT/t1,0.1614510031286931,0.8,,0.16258811206509494
a,M,0.168739204631629,0.9746364837767549,kBT/t1,0.168739204631629,0.8,,0.16258811206509494
a,M,0.17635640923840473,0.971578205917789,kBT/t1,0.17635640923840473,0.8,,0.16258811206509494
a,M,0.18431746876702965,0.9682940379138415,kBT/t1,0.18431746876702965,0.8,,0.16258811206509494
a,M,0.192637905474471,0.9647822030397027,kBT/t1,0.192637905474471,0.8,,0.16258811206509494
a,M,0.20133394232152818,0.9610419293489083,kBT/t1,0.20133394232152818,0.8,,0.16258811206509494
a,M,0.21042253460391958,0.957073380725926,kBT/t1,0.21042253460391958,0.8,,0.16258811206509494
a,M,0.21992140301125568,0.9528775731268143,kBT/t1,0.21992140301125568,0.8,,0.16258811206509494
a,M,0.22984906817835768,0.9484562788181755,kBT/t1,0.22984906817835768,0.8,,0.16258811206509494
a,M,0.24022488679628626,0.9438119214414418,kBT/t1,0.24022488679628626,0.8,,0.16258811206509494
a,M,0.2510690893534901,0.9389474647081892,kBT/t1,0.2510690893534901,0.8,,0.16258811206509494
a,M,0.26240281958066175,0.9338662975114452,kBT/t1,0.26240281958066175,0.8,,0.16258811206509494
a,M,0.27424817567620735,0.9285721182489802,kBT/t1,0.27424817567620735,0.8,,0.16258811206509494
a,M,0.2866282533927114,0.9230688212171805,kBT/t1,0.2866282533927114,0.8,,0.16258811206509494
a,M,0.29956719106840674,0.917360388052901,kBT/t1,0.29956719106840674,0.8,,0.16258811206509494
a,M,0.3130902166914482,0.9114507873654527,kBT/t1,0.3130902166914482,0.8,,0.16258811206509494
a,M,0.3272236970887565,0.9053438858864498,kBT/t1,0.3272236970887565,0.8,,0.16258811206509494
a,M,0.3419951893353393,0.8990433746345596,kBT/t1,0.3419951893353393,0.8,,0.16258811206509494
a,M,0.35743349448432554,0.8925527137000047,kBT/t1,0.35743349448432554,0.8,,0.16258811206509494
a,M,0.37356871372247297,0.8858750992503496,kBT/t1,0.37356871372247297,0.8,,0.16258811206509494
a,M,0.39043230706064336,0.8790134561965486,kBT/t1,0.39043230706064336,0.8,,0.16258811206509494
a,M,0.4080571546736739,0.871970459593128,kBT/t1,0.4080571546736739,0.8,,0.16258811206509494
a,M,0.4264776210092459,0.8647485872450064,kBT/t1,0.4264776210092459,0.8,,0.16258811206509494
a,M,0.4457296217907493,0.8573502051349791,kBT/t1,0.4457296217907493,0.8,,0.16258811206509494
a,M,0.4658506940447816,0.8497776861649721,kBT/t1,0.4658506940447816,0.8,,0.16258811206509494
a,M,0.4868800692898184,0.8420335613337758,kBT/t1,0.4868800692898184,0.8,,0.16258811206509494
a,M,0.5088587500287611,0.8341207008874123,kBT/t1,0.5088587500287611,0.8,,0.16258811206509494
a,M,0.5318295896944989,0.8260425212307244,kBT/t1,0.5318295896944989,0.8,,0.16258811206509494
a,M,0.555837376204364,0.8178032115589648,kBT/t1,0.555837376204364,0.8,,0.16258811206509494
a,M,0.5809289192863941,0.8094079723571547,kBT/t1,0.5809289192863941,0.8,,0.16258811206509494
a,M,0.6071531417476643,0.8008632562451277,kBT/t1,0.6071531417476643,0.8,,0.16258811206509494
a,M,0.634561174862642,0.7921770002548632,kBT/t1,0.634561174862642,0.8,,0.16258811206509494
a,M,0.6632064580675547,0.7833588376584313,kBT/t1,0.6632064580675547,0.8,,0.16258811206509494
a,M,0.6931448431551465,0.7744202770590607,kBT/t1,0.6931448431551465,0.8,,0.16258811206509494
a,M,0.72443470317298,0.7653748367332601,kBT/t1,0.72443470317298,0.8,,0.16258811206509494
a,M,0.7571370462376165,0.7562381232505228,kBT/t1,0.7571370462376165,0.8,,0.16258811206509494
a,M,0.7913156344865783,0.7470278452271139,kBT/t1,0.7913156344865783,0.8,,0.16258811206509494
a,M,0.8270371084000274,0.7377637556541223,kBT/t1,0.8270371084000274,0.8,,0.16258811206509494
a,M,0.8643711167345572,0.7284675194658227,kBT/t1,0.8643711167345572,0.8,,0.16258811206509494
a,M,0.9033904523224424,0.7191625066997416,kBT/t1,0.9033904523224424,0.8,,0.16258811206509494
a,M,0.944171194001119,0.7098735155007329,kBT/t1,0.944171194001119,0.8,,0.16258811206509494
a,M,0.9867928549496274,0.700626433053998,kBT/t1,0.9867928549496274,0.8,,0.16258811206509494
a,M,1.0,0.6978541679644866,kBT/t1,1.0,0.8,,0.16258811206509494
a,M,1.031338537721246,0.6914478459998296,kBT/t1,1.031338537721246,0.8,,0.16258811206509494
a,M,1.0778950962745806,0.6823646147088801,kBT/t1,1.0778950962745806,0.8,,0.16258811206509494
a,M,1.126553305319053,0.6734034277540332,kBT/t1,1.126553305319053,0.8,,0.16258811206509494
a,M,1.1774080373049494,0.6645903538529746,kBT/t1,1.1774080373049494,0.8,,0.16258811206509494
a,M,1.2305584474031421,0.6559504084162802,kBT/t1,1.2305584474031421,0.8,,0.16258811206509494
a,M,1.286108166835144,0.6475071506590092,kBT/t1,1.286108166835144,0.8,,0.16258811206509494
a,M,1.344165504930433,0.6392823251493712,kBT/t1,1.344165504930433,0.8,,0.16258811206509494
a,M,1.4048436603050367,0.6312955588779848,kBT/t1,1.4048436603050367,0.8,,0.16258811206509494
a,M,1.468260941573112,0.6235641216845911,kBT/t1,1.468260941573112,0.8,,0.16258811206509494
a,M,1.5345409980218512,0.6161027544420373,kBT/t1,1.5345409980218512,0.8,,0.16258811206509494
a,M,1.603813060699496,0.6089235660259638,kBT/t1,1.603813060699496,0.8,,0.16258811206509494
a,M,1.6762121943865202,0.6020359970143215,kBT/t1,1.6762121943865202,0.8,,0.16258811206509494
a,M,1.7518795609412487,0.5954468454344641,kBT/t1,1.7518795609412487,0.8,,0.16258811206509494
a,M,1.8309626945334079,0.5891603478177628,kBT/t1,1.8309626945334079,0.8,,0.16258811206509494
a,M,1.9136157893022352,0.5831783073831023,kBT/t1,1.9136157893022352,0.8,,0.16258811206509494
a,M,2.0,0.5775002603465627,kBT/t1,2.0,0.8,,0.16258811206509494
a,M,2.0821127603800598,0.5725885343170491,kBT/t1,2.0821127603800598,0.8,,0.16258811206509494
a,M,2.1675967734687362,0.5679239075627195,kBT/t1,2.1675967734687362,0.8,,0.16258811206509494
a,M,2.256590450698951,0.563501972521142,kBT/t1,2.256590450698951,0.8,,0.16258811206509494
a,M,2.349237886176038,0.5593173279002104,kBT/t1,2.349237886176038,0.8,,0.16258811206509494
a,M,2.4456890899877037,0.5553637225779673,kBT/t1,2.4456890899877037,0.8,,0.16258811206509494
a,M,2.546100231092847,0.5516341956905024,kBT/t1,2.546100231092847,0.8,,0.16258811206509494
a,M,2.6506338901825184,0.5481212105529275,kBT/t1,2.6506338901825184,0.8,,0.16258811206509494
a,M,2.75945932292243,0.5448167805963829,kBT/t1,2.75945932292243,0.8,,0.16258811206509494
a,M,2.8727527340032553,0.5417125860064254,kBT/t1,2.8727527340032553,0.8,,0.16258811206509494
a,M,2.990697562442441,0.5388000802013264,kBT/t1,2.990697562442441,0.8,,0.16258811206509494
a,M,3.113484778599474,0.5360705856850239,kBT/t1,3.113484778599474,0.8,,0.16258811206509494
a,M,3.2413131933855244,0.53351537914505,kBT/t1,3.2413131933855244,0.8,,0.16258811206509494
a,M,3.374389780168121,0.5311257659408305,kBT/t1,3.374389780168121,0.8,,0.16258811206509494
a,M,3.5129300098920546,0.5288931443451222,kBT/t1,3.5129300098920546,0.8,,0.16258811206509494
a,M,3.657158199959149,0.5268090600656,kBT/t1,3.657158199959149,0.8,,0.16258811206509494
a,M,3.807307877431757,0.5248652516906155,kBT/t1,3.807307877431757,0.8,,0.16258811206509494
a,M,3.9636221571480905,0.523053687779269,kBT/t1,3.9636221571480905,0.8,,0.16258811206509494
a,M,4.12635413536159,0.52136659635769,kBT/t1,4.12635413536159,0.8,,0.16258811206509494
a,M,4.295767299541697,0.5197964875970729,kBT/t1,4.295767299541697,0.8,,0.16258811206509494
a,M,4.47213595499958,0.5183361704404882,kBT/t1,4.47213595499958,0.8,,0.16258811206509494
a,M,4.655745669029544,0.516978763919876,kBT/t1,4.655745669029544,0.8,,0.16258811206509494
a,M,4.846893733285306,0.5157177038667013,kBT/t1,4.846893733285306,0.8,,0.16258811206509494
a,M,5.045889645139742,0.514546745673265,kBT/t1,5.045889645139742,0.8,,0.16258811206509494
a,M,5.253055608807535,0.513459963709858,kBT/t1,5.253055608807535,0.8,,0.16258811206509494
a,M,5.468727057042106,0.5124517479485966,kBT/t1,5.468727057042106,0.8,,0.16258811206509494
a,M,5.69325319425153,0.5115167982896694,kBT/t1,5.69325319425153,0.8,,0.16258811206509494
a,M,5.926997561912822,0.510650117031726,kBT/t1,5.926997561912822,0.8,,0.16258811206509494
a,M,6.170338627200096,0.5098469998761519,kBT/t1,6.170338627200096,0.8,,0.16258811206509494
a,M,6.423670395779652,0.5091030258059849,kBT/t1,6.423670395779652,0.8,,0.16258811206509494
a,M,6.68740304976422,0.5084140461346658,kBT/t1,6.68740304976422,0.8,,0.16258811206509494
a,M,6.961963611859305,0.507776172977973,kBT/t1,6.961963611859305,0.8,,0.16258811206509494
a,M,7.247796636776954,0.5071857673646006,kBT/t1,7.247796636776954,0.8,,0.16258811206509494
a,M,7.545364931036488,0.5066394271666398,kBT/t1,7.545364931036488,0.8,,0.16258811206509494
a,M,7.855150302317644,0.5061339750009705,kBT/t1,7.855150302317644,0.8,,0.16258811206509494
a,M,8.177654339579425,0.5056664462256468,kBT/t1,8.177654339579425,0.8,,0.16258811206509494
a,M,8.513399225207845,0.5052340771319255,kBT/t1,8.513399225207845,0.8,,0.16258811206509494
a,M,8.862928580507484,0.5048342934121409,kBT/t1,8.862928580507484,0.8,,0.16258811206509494
a,M,9.22680834590588,0.5044646989659548,kBT/t1,9.22680834590588,0.8,,0.16258811206509494
a,M,9.605627697295937,0.5041230650924662,kBT/t1,9.605627697295937,0.8,,0.16258811206509494
a,M,10.0,0.5038073201027262,kBT/t1,10.0,0.8,,0.16258811206509494
a,I,0.01,1.0,kBT/t1,0.01,0.8,,0.16258811206509494
a,I,0.010451418781035782,1.0,kBT/t1,0.010451418781035782,0.8,,0.16258811206509494
a,I,0.010923215453658753,1.0,kBT/t1,0.010923215453658753,0.8,,0.16258811206509494
a,I,0.011416309914166938,0.999999999999999,kBT/t1,0.011416309914166938,0.8,,0.16258811206509494
a,I,0.011931663584704934,0.9999999999999949,kBT/t1,0.011931663584704934,0.8,,0.16258811206509494
a,I,0.012470281287818593,0.9999999999999831,kBT/t1,0.012470281287818593,0.8,,0.16258811206509494
a,I,0.013033213205630634,0.9999999999999404,kBT/t1,0.013033213205630634,0.8,,0.16258811206509494
a,I,0.013621556927457158,0.9999999999998032,kBT/t1,0.013621556927457158,0.8,,0.16258811206509494
a,I,0.014236459589857387,0.9999999999993855,kBT/t1,0.014236459589857387,0.8,,0.16258811206509494
a,I,0.014879120113289247,0.9999999999981657,kBT/t1,0.014879120113289247,0.8,,0.16258811206509494
a,I,0.015550791539731849,0.9999999999947636,kBT/t1,0.015550791539731849,0.8,,0.16258811206509494
a,I,0.01625278347583259,0.9999999999856922,kBT/t1,0.01625278347583259,0.8,,0.16258811206509494
a,I,0.016986464646342472,0.9999999999624941,kBT/t1,0.016986464646342472,0.8,,0.16258811206509494
a,I,0.017753265562818407,0.9999999999055271,kBT/t1,0.017753265562818407,0.8,,0.16258811206509494
a,I,0.01855468131279561,0.9999999997709228,kBT/t1,0.01855468131279561,0.8,,0.16258811206509494
a,I,0.019392274474868576,0.9999999994644169,kBT/t1,0.019392274474868576,0.8,,0.16258811206509494
a,I,0.020267678165364227,0.9999999987907232,kBT/t1,0.020267678165364227,0.8,,0.16258811206509494
a,I,0.021182599222547654,0.999999997359233,kBT/t1,0.021182599222547654,0.8,,0.16258811206509494
a,I,0.02213882153456886,0.9999999944144706,kBT/t1,0.02213882153456886,0.8,,0.16258811206509494
a,I,0.02313820951763924,0.9999999885415545,kBT/t1,0.02313820951763924,0.8,,0.16258811206509494
a,I,0.024182711751219565,0.9999999771710638,kBT/t1,0.024182711751219565,0.8,,0.16258811206509494
a,I,0.0252743647773071,0.9999999557726421,kBT/t1,0.0252743647773071,0.8,,0.16258811206509494
a,I,0.02641529707122967,0.9999999165810558,kBT/t1,0.02641529707122967,0.8,,0.16258811206509494
a,I,0.027607733191688924,0.9999998466417654,kBT/t1,0.027607733191688924,0.8,,0.16258811206509494
a,I,0.02885399811814427,0.9999997248960242,kBT/t1,0.02885399811814427,0.8,,0.16258811206509494
a,I,0.030156521783994417,0.999999517950288,kBT/t1,0.030156521783994417,0.8,,0.16258811206509494
a,I,0.031517843814395395,0.9999991740953333,kBT/t1,0.031517843814395395,0.8,,0.16258811206509494
a,I,0.03294061847795247,0.9999986150630737,kBT/t1,0.03294061847795247,0.8,,0.16258811206509494
a,I,0.03442761986194067,0.9999977249412376,kBT/t1,0.03442761986194067,0.8,,0.16258811206509494
a,I,0.03598174728114473,0.9999963356173396,kBT/t1,0.03598174728114473,0.8,,0.16258811206509494
a,I,0.03760603093086394,0.9999942081033837,kBT/t1,0.03760603093086394,0.8,,0.16258811206509494
a,I,0.03930363779510439,0.9999910091114484,kBT/t1,0.03930363779510439,0.8,,0.16258811206509494
a,I,0.04107787782147818,0.9999862823159168,kBT/t1,0.04107787782147818,0.8,,0.16258811206509494
a,I,0.04293221037484905,0.9999794138572234,kBT/t1,0.04293221037484905,0.8,,0.16258811206509494
a,I,0.044870250982307666,0.9999695918171969,kBT/t1,0.044870250982307666,0.8,,0.16258811206509494
a,I,0.046895778382627956,0.9999557596269091,kBT/t1,0.046895778382627956,0.8,,0.16258811206509494
a,I,0.04901274189394899,0.9999365636489409,kBT/t1,0.04901274189394899,0.8,,0.16258811206509494
a,I,0.05122526911404778,0.9999102954981379,kBT/t1,0.05122526911404778,0.8,,0.16258811206509494
a,I,0.05353767396821712,0.9998748300143143,kBT/t1,0.05353767396821712,0.8,,0.16258811206509494
a,I,0.055954465120439514,0.999827560160516,kBT/t1,0.055954465120439514,0.8,,0.16258811206509494
a,I,0.058480354764257315,0.9997653304716579,kBT/t1,0.058480354764257315,0.8,,0.16258811206509494
a,I,0.061120267810479426,0.9996843709994042,kBT/t1,0.061120267810479426,0.8,,0.16258811206509494
a,I,0.06387935148963818,0.9995802339686123,kBT/t1,0.06387935148963818,0.8,,0.16258811206509494
a,I,0.06676298538791905,0.9994477355574284,kBT/t1,0.06676298538791905,0.8,,0.16258811206509494
a,I,0.06977679193613147,0.9992809053184681,kBT/t1,0.06977679193613147,0.8,,0.16258811206509494
a,I,0.0729266473721711,0.9990729457565164,kBT/t1,0.0729266473721711,0.8,,0.16258811206509494
a,I,0.07621869319834827,0.9988162044583828,kBT/t1,0.07621869319834827,0.8,,0.16258811206509494
a,I,0.07965934815592214,0.9985021609271558,kBT/t1,0.07965934815592214,0.8,,0.16258811206509494
a,I,0.08325532074018732,0.9981214299083503,kBT/t1,0.08325532074018732,0.8,,0.16258811206509494
a,I,0.08701362228051517,0.9976637825182275,kBT/t1,0.08701362228051517,0.8,,0.16258811206509494
a,I,0.09094158061085297,0.9971181859121081,kBT/t1,0.09094158061085297,0.8,,0.16258811206509494
a,I,0.09504685435733488,0.9964728615873006,kBT/t1,0.09504685435733488,0.8,,0.16258811206509494
a,I,0.09933744787086225,0.9957153617321861,kBT/t1,0.09933744787086225,0.8,,0.16258811206509494
a,I,0.10382172683376927,0.994832662345691,kBT/t1,0.10382172683376927,0.8,,0.16258811206509494
a,I,0.10850843457100233,0.9938112711975698,kBT/t1,0.10850843457100233,0.8,,0.16258811206509494
a,I,0.11340670909761662,0.9926373481169162,kBT/t1,0.11340670909761662,0.8,,0.16258811206509494
a,I,0.11852610093582917,0.9912968346175038,kBT/t1,0.11852610093582917,0.8,,0.16258811206509494
a,I,0.12387659173636685,0.9897755895210619,kBT/t1,0.12387659173636685,0.8,,0.16258811206509494
a,I,0.12946861374041665,0.9880595270413485,kBT/t1,0.12946861374041665,0.8,,0.16258811206509494
a,I,0.13531307012012578,0.9861347537503047,kBT/t1,0.13531307012012578,0.8,,0.16258811206509494
a,I,0.1414213562373095,0.9839877009593196,kBT/t1,0.1414213562373095,0.8,,0.16258811206509494
a,I,0.14780538186181685,0.981605249299105,kBT/t1,0.14780538186181685,0.8,,0.16258811206509494
a,I,0.1544775943928758,0.9789748426482364,kBT/t1,0.1544775943928758,0.8,,0.16258811206509494
a,I,0.1614510031286931,0.9760845890131639,kBT/t1,0.1614510031286931,0.8,,0.16258811206509494
a,I,0.168739204631629,0.9729233464688279,kBT/t1,0.168739204631629,0.8,,0.16258811206509494
a,I,0.17635640923840473,0.9694807927959733,kBT/t1,0.17635640923840473,0.8,,0.16258811206509494
a,I,0.18431746876702965,0.9657474779694133,kBT/t1,0.18431746876702965,0.8,,0.16258811206509494
a,I,0.192637905474471,0.9617148591372284,kBT/t1,0.192637905474471,0.8,,0.16258811206509494
a,I,0.20133394232152818,0.957375318169197,kBT/t1,0.20133394232152818,0.8,,0.16258811206509494
a,I,0.21042253460391958,0.9527221622369438,kBT/t1,0.21042253460391958,0.8,,0.16258811206509494
a,I,0.21992140301125568,0.9477496082218442,kBT/t1,0.21992140301125568,0.8,,0.16258811206509494
a,I,0.22984906817835768,0.9424527520398677,kBT/t1,0.22984906817835768,0.8,,0.16258811206509494
a,I,0.24022488679628626,0.9368275242417473,kBT/t1,0.24022488679628626,0.8,,0.16258811206509494
a,I,0.2510690893534901,0.9308706335105988,kBT/t1,0.2510690893534901,0.8,,0.16258811206509494
a,I,0.26240281958066175,0.9245794999545142,kBT/t1,0.26240281958066175,0.8,,0.16258811206509494
a,I,0.27424817567620735,0.917952180391052,kBT/t1,0.27424817567620735,0.8,,0.16258811206509494
a,I,0.2866282533927114,0.9109872881476574,kBT/t1,0.2866282533927114,0.8,,0.16258811206509494
a,I,0.29956719106840674,0.9036839102509319,kBT/t1,0.29956719106840674,0.8,,0.16258811206509494
a,I,0.3130902166914482,0.8960415252300005,kBT/t1,0.3130902166914482,0.8,,0.16258811206509494
a,I,0.3272236970887565,0.8880599250874277,kBT/t1,0.3272236970887565,0.8,,0.16258811206509494
a,I,0.3419951893353393,0.8797391452579469,kBT/t1,0.3419951893353393,0.8,,0.16258811206509494
a,I,0.35743349448432554,0.8710794065396695,kBT/t1,0.35743349448432554,0.8,,0.16258811206509494
a,I,0.37356871372247297,0.8620810730021531,kBT/t1,0.37356871372247297,0.8,,0.16258811206509494
a,I,0.39043230706064336,0.8527446297128233,kBT/t1,0.39043230706064336,0.8,,0.16258811206509494
a,I,0.4080571546736739,0.8430706837485571,kBT/t1,0.4080571546736739,0.8,,0.16258811206509494
a,I,0.4264776210092459,0.8330599913551264,kBT/t1,0.4264776210092459,0.8,,0.16258811206509494
a,I,0.4457296217907493,0.8227135132816555,kBT/t1,0.4457296217907493,0.8,,0.16258811206509494
a,I,0.4658506940447816,0.8120324992634664,kBT/t1,0.4658506940447816,0.8,,0.16258811206509494
a,I,0.4868800692898184,0.8010186013854831,kBT/t1,0.4868800692898184,0.8,,0.16258811206509494
a,I,0.5088587500287611,0.7896740146751752,kBT/t1,0.5088587500287611,0.8,,0.16258811206509494
a,I,0.5318295896944989,0.7780016418093009,kBT/t1,0.5318295896944989,0.8,,0.16258811206509494
a,I,0.555837376204364,0.7660052773440883,kBT/t1,0.555837376204364,0.8,,0.16258811206509494
a,I,0.5809289192863941,0.7536898054744384,kBT/t1,0.5809289192863941,0.8,,0.16258811206509494
a,I,0.6071531417476643,0.7410614040799752,kBT/t1,0.6071531417476643,0.8,,0.16258811206509494
a,I,0.634561174862642,0.7281277468098525,kBT/t1,0.634561174862642,0.8,,0.16258811206509494
a,I,0.6632064580675547,0.7148981942757909,kBT/t1,0.6632064580675547,0.8,,0.16258811206509494
a,I,0.6931448431551465,0.7013839651339111,kBT/t1,0.6931448431551465,0.8,,0.16258811206509494
a,I,0.72443470317298,0.6875982779941457,kBT/t1,0.72443470317298,0.8,,0.16258811206509494
a,I,0.7571370462376165,0.6735564557310694,kBT/t1,0.7571370462376165,0.8,,0.16258811206509494
a,I,0.7913156344865783,0.6592759848830207,kBT/t1,0.7913156344865783,0.8,,0.16258811206509494
a,I,0.8270371084000274,0.644776524385681,kBT/t1,0.8270371084000274,0.8,,0.16258811206509494
a,I,0.8643711167345572,0.6300798598260627,kBT/t1,0.8643711167345572,0.8,,0.16258811206509494
a,I,0.9033904523224424,0.6152098016255538,kBT/t1,0.9033904523224424,0.8,,0.16258811206509494
a,I,0.944171194001119,0.6001920279417242,kBT/t1,0.944171194001119,0.8,,0.16258811206509494
a,I,0.9867928549496274,0.585053875475866,kBT/t1,0.9867928549496274,0.8,,0.16258811206509494
a,I,1.0,0.5804762174280234,kBT/t1,1.0,0.8,,0.16258811206509494
a,I,1.031338537721246,0.5698240836381031,kBT/t1,1.031338537721246,0.8,,0.16258811206509494
a,I,1.0778950962745806,0.5545324995120694,kBT/t1,1.0778950962745806,0.8,,0.16258811206509494
a,I,1.126553305319053,0.5392097526537535,kBT/t1,1.126553305319053,0.8,,0.16258811206509494
